customer_id,visit_date,age,gender,cuisine_type,restaurant_location,party_size,wait_time,food_quality,service_quality,ambiance_rating,price_value,overall_rating,spending_per_person,total_spending,recommend,will_return,payment_method,visit_time,day_of_week,is_weekend,response_time,cleanliness,review_text
336,2025-07-27,51,Male,Japanese,North Jakarta,2,18,1,3,1,3,2.0,252024,504048,No,No,Debit Card,Lunch,Sunday,1,23,5,Food was mediocre at best. Service was acceptable. Probably won't return.
337,2024-04-18,29,Female,Japanese,Bekasi,8,49,4,4,4,5,4.2,260531,2084248,Yes,Yes,QRIS,Late Night,Thursday,0,16,4,Best Japanese I've had in a long time! Friendly staff and quick service. Definitely coming back!
338,2025-06-26,53,Female,Indian,Tangerang,7,57,5,3,5,5,4.5,162159,1135113,Yes,Yes,E-Wallet,Dinner,Thursday,0,16,4,Fresh ingredients and perfect seasoning. Service was acceptable. Definitely coming back!
339,2024-10-09,46,Female,Italian,Central Jakarta,5,43,3,1,2,1,1.8,207461,1037305,No,No,Debit Card,Dinner,Wednesday,0,5,5,Food was okay. Staff seemed uninterested. Probably won't return.
340,2024-06-18,35,Male,Japanese,Central Jakarta,8,27,2,3,3,4,3.0,180996,1447968,No,Yes,Debit Card,Dinner,Tuesday,0,7,5,Overcooked and underseasoned dishes. Service was acceptable. Might give it another try.
341,2025-06-11,43,Male,Japanese,Bekasi,8,16,5,5,5,4,4.8,362072,2896576,Yes,Yes,Cash,Late Night,Wednesday,0,7,3,The Japanese food was absolutely delicious! Staff went above and beyond. Definitely coming back!
342,2024-04-22,39,Female,Thai,Tangerang,2,60,4,4,4,2,3.5,382339,764678,Yes,Yes,E-Wallet,Breakfast,Monday,0,15,5,The Thai food was absolutely delicious! Server was knowledgeable and helpful. Might give it another try.
343,2023-11-25,54,Male,Indian,East Jakarta,3,8,5,5,5,5,5.0,97229,291687,Yes,Yes,Debit Card,Late Night,Saturday,1,9,3,"Food was exceptional, especially the main course. Server was knowledgeable and helpful. Definitely coming back!"
344,2024-03-28,39,Male,Korean,Central Jakarta,7,21,2,3,2,3,2.5,118354,828478,No,No,Debit Card,Lunch,Thursday,0,20,4,Not authentic at all. Service was acceptable. Might give it another try.
345,2024-07-04,59,Male,Western,East Jakarta,4,9,4,4,5,5,4.5,96973,387892,Yes,Yes,Credit Card,Dinner,Thursday,0,16,3,"Food was exceptional, especially the main course. Great customer service experience. Definitely coming back!"
346,2025-07-31,38,Female,Arabic,Central Jakarta,5,15,5,4,5,3,4.2,280929,1404645,Yes,Yes,Credit Card,Dinner,Thursday,0,9,5,"Amazing Arabic cuisine, authentic flavors! Friendly staff and quick service. Definitely coming back!"
347,2025-10-14,23,Male,Italian,East Jakarta,3,60,3,4,5,3,3.8,209969,629907,Yes,Yes,E-Wallet,Breakfast,Tuesday,0,15,3,Food was okay. Great customer service experience. Might give it another try.
348,2024-05-30,65,Male,Chinese,North Jakarta,8,44,4,4,4,2,3.5,247450,1979600,Yes,Yes,QRIS,Dinner,Thursday,0,10,3,Fresh ingredients and perfect seasoning. Service was excellent and attentive. Might give it another try.
349,2025-02-18,36,Male,Arabic,North Jakarta,1,34,1,2,3,2,2.0,397593,397593,No,No,Cash,Dinner,Tuesday,0,25,4,The Arabic was disappointing. Service was slow and inattentive. Probably won't return.
350,2024-08-26,32,Female,Western,South Jakarta,6,36,1,1,3,2,1.8,343961,2063766,No,No,Credit Card,Dinner,Monday,0,15,4,The Western was disappointing. Staff seemed uninterested. Probably won't return.
351,2025-10-25,43,Male,Italian,Bekasi,6,27,3,5,4,3,3.8,378095,2268570,Yes,Yes,Cash,Breakfast,Saturday,1,22,4,Food was okay. Great customer service experience. Might give it another try.
352,2024-12-03,32,Male,Indian,Tangerang,3,10,5,5,5,5,5.0,409935,1229805,Yes,Yes,Debit Card,Lunch,Tuesday,0,18,4,"Food was exceptional, especially the main course. Friendly staff and quick service. Definitely coming back!"
353,2025-09-24,56,Female,Korean,West Jakarta,4,46,4,4,4,2,3.5,122409,489636,Yes,Yes,Cash,Late Night,Wednesday,0,29,3,Fresh ingredients and perfect seasoning. Friendly staff and quick service. Might give it another try.
354,2024-01-31,59,Male,Indian,South Jakarta,2,16,3,5,3,4,3.8,267076,534152,Yes,Yes,E-Wallet,Late Night,Wednesday,0,28,5,Food was okay. Server was knowledgeable and helpful. Might give it another try.
355,2025-10-17,65,Female,Indonesian,East Jakarta,2,13,2,4,4,3,3.2,367511,735022,No,Yes,QRIS,Lunch,Friday,0,12,5,Portions were too small for the price. Friendly staff and quick service. Might give it another try.
356,2024-03-17,19,Female,Japanese,Depok,3,37,5,5,5,4,4.8,496761,1490283,Yes,Yes,E-Wallet,Lunch,Sunday,1,10,3,"Food was exceptional, especially the main course. Great customer service experience. Definitely coming back!"
357,2025-10-11,32,Male,Thai,Central Jakarta,5,31,4,4,2,2,3.0,84674,423370,No,Yes,Debit Card,Late Night,Saturday,1,27,4,"Food was exceptional, especially the main course. Staff went above and beyond. Might give it another try."
358,2024-05-20,47,Male,Thai,Tangerang,1,43,5,5,5,5,5.0,439266,439266,Yes,Yes,QRIS,Breakfast,Monday,0,21,3,Fresh ingredients and perfect seasoning. Staff went above and beyond. Definitely coming back!
359,2024-01-26,46,Female,Italian,East Jakarta,7,52,3,2,3,3,2.8,75845,530915,No,No,Debit Card,Late Night,Friday,0,17,4,Food was okay. Had to wait too long for everything. Might give it another try.
360,2024-09-20,36,Female,Indonesian,Tangerang,5,44,3,3,1,2,2.2,485103,2425515,No,No,E-Wallet,Breakfast,Friday,0,28,5,Food was okay. Service was acceptable. Might give it another try.
361,2025-04-23,25,Male,Arabic,West Jakarta,7,31,4,3,3,4,3.5,359495,2516465,Yes,Yes,Debit Card,Breakfast,Wednesday,0,13,4,"Food was exceptional, especially the main course. Service was acceptable. Might give it another try."
362,2024-06-24,62,Male,Japanese,South Jakarta,2,50,5,5,4,5,4.8,420817,841634,Yes,Yes,E-Wallet,Lunch,Monday,0,17,5,Fresh ingredients and perfect seasoning. Staff went above and beyond. Definitely coming back!
363,2025-01-24,42,Male,Indonesian,Bekasi,3,15,2,4,2,3,2.8,211513,634539,No,No,Cash,Lunch,Friday,0,8,3,Not authentic at all. Server was knowledgeable and helpful. Might give it another try.
364,2024-11-15,30,Male,Arabic,North Jakarta,1,34,5,5,4,5,4.8,308718,308718,Yes,Yes,Debit Card,Late Night,Friday,0,19,4,"Amazing Arabic cuisine, authentic flavors! Staff went above and beyond. Definitely coming back!"
365,2024-08-15,46,Male,Arabic,Central Jakarta,4,40,5,5,5,3,4.5,75647,302588,Yes,Yes,Debit Card,Dinner,Thursday,0,6,3,"Amazing Arabic cuisine, authentic flavors! Service was excellent and attentive. Definitely coming back!"
366,2025-01-02,20,Female,Indian,South Jakarta,1,11,4,4,5,5,4.5,370387,370387,Yes,Yes,QRIS,Lunch,Thursday,0,19,5,Fresh ingredients and perfect seasoning. Staff went above and beyond. Definitely coming back!
367,2024-05-12,55,Female,Italian,South Jakarta,5,25,4,3,4,5,4.0,84039,420195,Yes,Yes,Cash,Lunch,Sunday,1,8,5,"Food was exceptional, especially the main course. Service was acceptable. Definitely coming back!"
368,2025-04-09,35,Female,Western,Tangerang,4,49,4,2,2,4,3.0,432587,1730348,No,Yes,QRIS,Dinner,Wednesday,0,18,5,The Western food was absolutely delicious! Poor customer service. Might give it another try.
369,2023-11-09,38,Female,Western,Bekasi,3,44,5,5,5,5,5.0,308214,924642,Yes,Yes,Debit Card,Dinner,Thursday,0,11,3,Fresh ingredients and perfect seasoning. Friendly staff and quick service. Definitely coming back!
370,2025-09-14,25,Male,Korean,South Jakarta,4,56,5,4,5,5,4.8,343819,1375276,Yes,Yes,Debit Card,Dinner,Sunday,1,13,3,The Korean food was absolutely delicious! Friendly staff and quick service. Definitely coming back!
371,2024-12-05,37,Female,Western,Bekasi,1,12,4,4,5,5,4.5,372957,372957,Yes,Yes,Credit Card,Dinner,Thursday,0,15,5,"Amazing Western cuisine, authentic flavors! Friendly staff and quick service. Definitely coming back!"
372,2025-04-16,48,Female,Italian,West Jakarta,8,14,5,5,5,5,5.0,439328,3514624,Yes,Yes,Credit Card,Dinner,Wednesday,0,22,5,Fresh ingredients and perfect seasoning. Server was knowledgeable and helpful. Definitely coming back!
373,2025-05-03,19,Male,Arabic,Bekasi,6,9,3,2,3,3,2.8,378472,2270832,No,No,QRIS,Late Night,Saturday,1,10,5,Food was okay. Staff seemed uninterested. Might give it another try.
374,2025-03-12,25,Female,Indian,Central Jakarta,5,31,2,1,2,2,1.8,484874,2424370,No,No,Cash,Dinner,Wednesday,0,10,3,Food was mediocre at best. Server was rude and unprofessional. Probably won't return.
375,2024-07-31,41,Male,Chinese,South Jakarta,8,37,2,3,1,1,1.8,228318,1826544,No,No,E-Wallet,Dinner,Wednesday,0,29,4,Portions were too small for the price. Service was acceptable. Probably won't return.
376,2023-12-29,27,Male,Western,West Jakarta,4,51,2,2,3,3,2.5,110731,442924,No,No,Credit Card,Breakfast,Friday,0,15,4,Overcooked and underseasoned dishes. Service was slow and inattentive. Might give it another try.
377,2025-03-07,20,Male,Western,North Jakarta,1,41,5,3,4,3,3.8,150949,150949,Yes,Yes,Cash,Dinner,Friday,0,29,4,Best Western I've had in a long time! Service was acceptable. Might give it another try.
378,2024-07-06,60,Male,Mexican,West Jakarta,3,22,1,3,3,3,2.5,103674,311022,No,No,Debit Card,Dinner,Saturday,1,22,4,Portions were too small for the price. Service was acceptable. Might give it another try.
379,2024-06-24,35,Male,Mexican,East Jakarta,3,9,5,4,5,4,4.5,76595,229785,Yes,Yes,Debit Card,Breakfast,Monday,0,8,4,The Mexican food was absolutely delicious! Great customer service experience. Definitely coming back!
380,2025-07-19,21,Male,Thai,Tangerang,3,50,5,5,5,5,5.0,478575,1435725,Yes,Yes,Debit Card,Late Night,Saturday,1,23,3,Fresh ingredients and perfect seasoning. Service was excellent and attentive. Definitely coming back!
381,2025-04-17,23,Female,Japanese,Depok,5,48,5,4,4,4,4.2,373455,1867275,Yes,Yes,Cash,Lunch,Thursday,0,27,5,Best Japanese I've had in a long time! Great customer service experience. Definitely coming back!
382,2024-06-14,39,Female,Korean,Depok,1,9,4,5,5,5,4.8,493425,493425,Yes,Yes,Debit Card,Lunch,Friday,0,21,3,Best Korean I've had in a long time! Server was knowledgeable and helpful. Definitely coming back!
383,2024-06-21,43,Male,Indian,South Jakarta,5,39,5,5,5,4,4.8,375517,1877585,Yes,Yes,Debit Card,Late Night,Friday,0,17,3,Fresh ingredients and perfect seasoning. Friendly staff and quick service. Definitely coming back!
384,2024-09-01,39,Male,Arabic,Tangerang,7,41,5,5,3,3,4.0,397399,2781793,Yes,Yes,Credit Card,Breakfast,Sunday,1,23,5,Fresh ingredients and perfect seasoning. Great customer service experience. Definitely coming back!
385,2024-08-28,47,Female,Western,South Jakarta,8,16,4,3,5,3,3.8,409403,3275224,Yes,Yes,QRIS,Dinner,Wednesday,0,20,5,"Food was exceptional, especially the main course. Service was acceptable. Might give it another try."
386,2024-06-11,60,Male,Japanese,East Jakarta,3,42,1,3,1,2,1.8,328531,985593,No,No,Cash,Late Night,Tuesday,0,11,3,Not authentic at all. Service was acceptable. Probably won't return.
387,2024-02-09,61,Female,Mexican,North Jakarta,7,50,3,5,3,5,4.0,317609,2223263,Yes,Yes,E-Wallet,Dinner,Friday,0,6,4,Food was okay. Friendly staff and quick service. Definitely coming back!
388,2024-09-10,53,Male,Italian,Bekasi,2,60,3,3,4,5,3.8,359415,718830,Yes,Yes,E-Wallet,Dinner,Tuesday,0,27,4,Food was okay. Service was acceptable. Might give it another try.
389,2025-09-25,43,Female,Thai,East Jakarta,3,35,2,4,3,3,3.0,490382,1471146,No,Yes,E-Wallet,Lunch,Thursday,0,9,3,Food was mediocre at best. Server was knowledgeable and helpful. Might give it another try.
390,2025-03-17,22,Male,Indonesian,Depok,7,13,1,3,2,2,2.0,463625,3245375,No,No,QRIS,Lunch,Monday,0,19,5,Not authentic at all. Service was acceptable. Probably won't return.
391,2025-08-28,45,Female,Thai,Bekasi,4,16,5,4,5,5,4.8,493969,1975876,Yes,Yes,Debit Card,Late Night,Thursday,0,22,5,Fresh ingredients and perfect seasoning. Server was knowledgeable and helpful. Definitely coming back!
392,2025-01-30,41,Male,Italian,Depok,6,12,5,4,4,5,4.5,433408,2600448,Yes,Yes,QRIS,Breakfast,Thursday,0,21,5,Best Italian I've had in a long time! Great customer service experience. Definitely coming back!
393,2024-06-14,23,Male,Korean,South Jakarta,5,44,2,3,1,2,2.0,288044,1440220,No,No,QRIS,Dinner,Friday,0,18,4,Not authentic at all. Service was acceptable. Probably won't return.
394,2024-12-12,36,Female,Indonesian,Central Jakarta,5,51,3,5,4,5,4.2,138646,693230,Yes,Yes,QRIS,Dinner,Thursday,0,30,5,Food was okay. Service was excellent and attentive. Definitely coming back!
395,2023-11-08,57,Male,Mexican,Depok,2,13,2,2,1,3,2.0,197310,394620,No,No,Cash,Breakfast,Wednesday,0,24,3,Overcooked and underseasoned dishes. Service was slow and inattentive. Probably won't return.
396,2024-06-04,55,Male,Vietnamese,Depok,6,56,3,4,2,3,3.0,144796,868776,No,Yes,QRIS,Dinner,Tuesday,0,7,3,Food was okay. Service was excellent and attentive. Might give it another try.
397,2024-09-17,56,Male,Korean,Tangerang,7,20,5,5,4,4,4.5,352911,2470377,Yes,Yes,Cash,Breakfast,Tuesday,0,6,3,The Korean food was absolutely delicious! Server was knowledgeable and helpful. Definitely coming back!
398,2025-01-04,47,Female,Korean,North Jakarta,8,52,3,4,4,3,3.5,298821,2390568,Yes,Yes,Cash,Late Night,Saturday,1,5,4,Food was okay. Friendly staff and quick service. Might give it another try.
399,2025-02-28,46,Female,Vietnamese,Bekasi,1,11,4,5,5,4,4.5,225619,225619,Yes,Yes,Cash,Dinner,Friday,0,25,5,Best Vietnamese I've had in a long time! Service was excellent and attentive. Definitely coming back!
400,2024-10-12,43,Female,Vietnamese,East Jakarta,4,38,5,5,3,4,4.2,337106,1348424,Yes,Yes,Credit Card,Breakfast,Saturday,1,18,3,The Vietnamese food was absolutely delicious! Service was excellent and attentive. Definitely coming back!
401,2024-09-26,51,Male,Vietnamese,Depok,6,19,4,3,3,3,3.2,374742,2248452,No,Yes,Credit Card,Lunch,Thursday,0,24,5,The Vietnamese food was absolutely delicious! Service was acceptable. Might give it another try.
402,2024-04-12,25,Male,Japanese,West Jakarta,7,47,2,4,2,3,2.8,204438,1431066,No,No,E-Wallet,Dinner,Friday,0,29,4,The Japanese was disappointing. Great customer service experience. Might give it another try.
403,2024-10-18,62,Female,Mexican,West Jakarta,2,22,2,2,2,1,1.8,185391,370782,No,No,Cash,Breakfast,Friday,0,20,3,Food was mediocre at best. Poor customer service. Probably won't return.
404,2025-08-27,57,Female,Indonesian,Depok,2,14,4,5,5,4,4.5,281515,563030,Yes,Yes,Cash,Breakfast,Wednesday,0,7,5,The Indonesian food was absolutely delicious! Service was excellent and attentive. Definitely coming back!
405,2025-06-11,64,Female,Korean,Central Jakarta,8,14,1,3,2,2,2.0,129485,1035880,No,No,Cash,Breakfast,Wednesday,0,21,5,Not authentic at all. Service was acceptable. Probably won't return.
406,2024-03-11,49,Female,Thai,Tangerang,2,39,2,3,4,3,3.0,113545,227090,No,Yes,QRIS,Dinner,Monday,0,15,5,Portions were too small for the price. Service was acceptable. Might give it another try.
407,2024-01-08,37,Female,Italian,South Jakarta,6,39,3,4,4,5,4.0,156493,938958,Yes,Yes,Debit Card,Breakfast,Monday,0,17,5,Food was okay. Staff went above and beyond. Definitely coming back!
408,2024-11-18,30,Female,Thai,South Jakarta,6,36,3,2,3,1,2.2,123370,740220,No,No,Credit Card,Breakfast,Monday,0,28,5,Food was okay. Staff seemed uninterested. Might give it another try.
409,2025-02-12,33,Female,Thai,South Jakarta,5,36,4,4,5,4,4.2,227061,1135305,Yes,Yes,Credit Card,Lunch,Wednesday,0,30,5,"Food was exceptional, especially the main course. Service was excellent and attentive. Definitely coming back!"
410,2024-07-10,60,Female,Vietnamese,West Jakarta,4,9,3,1,2,3,2.2,59994,239976,No,No,E-Wallet,Breakfast,Wednesday,0,12,5,Food was okay. Server was rude and unprofessional. Might give it another try.
411,2025-06-28,59,Male,Italian,West Jakarta,1,24,2,3,1,3,2.2,83532,83532,No,No,Credit Card,Late Night,Saturday,1,24,5,The Italian was disappointing. Service was acceptable. Might give it another try.
412,2025-05-10,32,Male,Chinese,Tangerang,6,56,5,4,5,5,4.8,336200,2017200,Yes,Yes,Debit Card,Breakfast,Saturday,1,23,3,Best Chinese I've had in a long time! Friendly staff and quick service. Definitely coming back!
413,2025-03-13,39,Male,Japanese,North Jakarta,3,53,4,5,5,5,4.8,136510,409530,Yes,Yes,E-Wallet,Breakfast,Thursday,0,9,3,"Amazing Japanese cuisine, authentic flavors! Staff went above and beyond. Definitely coming back!"
414,2024-04-20,58,Female,Indonesian,Central Jakarta,8,10,1,1,1,3,1.5,391707,3133656,No,No,QRIS,Late Night,Saturday,1,27,3,Overcooked and underseasoned dishes. Poor customer service. Probably won't return.
415,2024-04-01,31,Male,Vietnamese,North Jakarta,8,31,2,4,4,2,3.0,362618,2900944,No,Yes,Debit Card,Breakfast,Monday,0,25,4,Not authentic at all. Staff went above and beyond. Might give it another try.
416,2023-11-25,40,Female,Italian,East Jakarta,4,12,3,2,3,3,2.8,164963,659852,No,No,E-Wallet,Dinner,Saturday,1,6,3,Food was okay. Staff seemed uninterested. Might give it another try.
417,2024-05-04,25,Male,Vietnamese,Depok,8,16,4,2,2,4,3.0,240942,1927536,No,Yes,Cash,Dinner,Saturday,1,15,5,"Amazing Vietnamese cuisine, authentic flavors! Poor customer service. Might give it another try."
418,2024-10-20,47,Male,Japanese,Central Jakarta,3,15,2,3,1,1,1.8,173364,520092,No,No,E-Wallet,Dinner,Sunday,1,18,3,Portions were too small for the price. Service was acceptable. Probably won't return.
419,2025-07-21,65,Female,Chinese,South Jakarta,6,19,1,3,2,1,1.8,246887,1481322,No,No,Debit Card,Late Night,Monday,0,23,4,The Chinese was disappointing. Service was acceptable. Probably won't return.
420,2023-12-31,21,Female,Indonesian,East Jakarta,8,16,5,4,5,5,4.8,151793,1214344,Yes,Yes,Cash,Dinner,Sunday,1,9,3,Best Indonesian I've had in a long time! Friendly staff and quick service. Definitely coming back!
421,2024-09-05,62,Male,Mexican,West Jakarta,2,59,5,5,4,5,4.8,165266,330532,Yes,Yes,Cash,Lunch,Thursday,0,23,5,Fresh ingredients and perfect seasoning. Friendly staff and quick service. Definitely coming back!
422,2025-02-10,32,Male,Thai,Depok,4,42,5,5,4,5,4.8,274453,1097812,Yes,Yes,Debit Card,Late Night,Monday,0,23,3,"Amazing Thai cuisine, authentic flavors! Server was knowledgeable and helpful. Definitely coming back!"
423,2024-03-29,55,Male,Arabic,Central Jakarta,7,7,2,3,3,1,2.2,273188,1912316,No,No,QRIS,Late Night,Friday,0,30,5,Not authentic at all. Service was acceptable. Might give it another try.
424,2025-03-31,24,Female,Korean,East Jakarta,2,40,3,3,2,1,2.2,119579,239158,No,No,Cash,Dinner,Monday,0,12,5,Food was okay. Service was acceptable. Might give it another try.
425,2024-11-03,23,Male,Korean,North Jakarta,3,50,5,5,5,4,4.8,288467,865401,Yes,Yes,E-Wallet,Lunch,Sunday,1,30,4,"Amazing Korean cuisine, authentic flavors! Great customer service experience. Definitely coming back!"
426,2024-05-04,58,Female,Vietnamese,Central Jakarta,2,29,5,3,4,4,4.0,444730,889460,Yes,Yes,Cash,Lunch,Saturday,1,30,5,Fresh ingredients and perfect seasoning. Service was acceptable. Definitely coming back!
427,2025-03-01,23,Female,Italian,Bekasi,1,12,5,5,5,4,4.8,241664,241664,Yes,Yes,Cash,Breakfast,Saturday,1,22,5,"Amazing Italian cuisine, authentic flavors! Staff went above and beyond. Definitely coming back!"
428,2023-11-12,31,Male,Indian,East Jakarta,2,46,5,5,5,4,4.8,444879,889758,Yes,Yes,Debit Card,Dinner,Sunday,1,21,5,Best Indian I've had in a long time! Server was knowledgeable and helpful. Definitely coming back!
429,2025-05-09,45,Female,Italian,South Jakarta,6,27,5,5,5,4,4.8,296501,1779006,Yes,Yes,QRIS,Late Night,Friday,0,24,4,Fresh ingredients and perfect seasoning. Server was knowledgeable and helpful. Definitely coming back!
430,2025-05-23,61,Male,Chinese,Depok,2,10,4,5,4,4,4.2,136384,272768,Yes,Yes,Cash,Late Night,Friday,0,9,3,The Chinese food was absolutely delicious! Friendly staff and quick service. Definitely coming back!
431,2024-01-24,51,Male,Mexican,Tangerang,3,35,4,4,5,5,4.5,61262,183786,Yes,Yes,Cash,Breakfast,Wednesday,0,30,3,"Amazing Mexican cuisine, authentic flavors! Service was excellent and attentive. Definitely coming back!"
432,2024-09-13,51,Female,Thai,Bekasi,6,36,5,5,5,4,4.8,463845,2783070,Yes,Yes,Cash,Lunch,Friday,0,20,4,"Amazing Thai cuisine, authentic flavors! Server was knowledgeable and helpful. Definitely coming back!"
433,2024-03-15,36,Male,Indonesian,Bekasi,5,34,4,2,4,4,3.5,199551,997755,Yes,Yes,Debit Card,Lunch,Friday,0,12,3,"Amazing Indonesian cuisine, authentic flavors! Staff seemed uninterested. Might give it another try."
434,2025-10-08,20,Female,Arabic,West Jakarta,8,21,3,3,5,5,4.0,68187,545496,Yes,Yes,Cash,Dinner,Wednesday,0,9,4,Food was okay. Service was acceptable. Definitely coming back!
435,2024-11-20,46,Male,Western,North Jakarta,2,6,5,4,5,5,4.8,131816,263632,Yes,Yes,Credit Card,Dinner,Wednesday,0,25,5,Fresh ingredients and perfect seasoning. Staff went above and beyond. Definitely coming back!
436,2023-12-14,36,Female,Mexican,West Jakarta,8,26,3,2,1,1,1.8,405471,3243768,No,No,QRIS,Dinner,Thursday,0,5,4,Food was okay. Service was slow and inattentive. Probably won't return.
437,2024-05-08,57,Male,Korean,Bekasi,2,25,3,3,1,3,2.5,326002,652004,No,No,Debit Card,Dinner,Wednesday,0,11,3,Food was okay. Service was acceptable. Might give it another try.
438,2025-07-20,23,Female,Vietnamese,South Jakarta,7,17,5,5,5,5,5.0,79385,555695,Yes,Yes,Cash,Late Night,Sunday,1,16,4,"Food was exceptional, especially the main course. Friendly staff and quick service. Definitely coming back!"
439,2024-10-06,41,Male,Mexican,Bekasi,6,24,5,4,4,5,4.5,282899,1697394,Yes,Yes,E-Wallet,Lunch,Sunday,1,30,5,"Food was exceptional, especially the main course. Server was knowledgeable and helpful. Definitely coming back!"
440,2025-06-15,45,Female,Indonesian,South Jakarta,3,18,4,5,4,3,4.0,359685,1079055,Yes,Yes,E-Wallet,Late Night,Sunday,1,25,4,The Indonesian food was absolutely delicious! Service was excellent and attentive. Definitely coming back!
441,2025-03-09,44,Male,Western,Depok,3,17,3,3,4,3,3.2,72142,216426,No,Yes,Cash,Dinner,Sunday,1,20,5,Food was okay. Service was acceptable. Might give it another try.
442,2025-10-30,65,Female,Chinese,Central Jakarta,1,14,4,5,5,4,4.5,115104,115104,Yes,Yes,Cash,Late Night,Thursday,0,27,5,"Food was exceptional, especially the main course. Friendly staff and quick service. Definitely coming back!"
443,2025-01-16,33,Male,Japanese,North Jakarta,8,9,5,4,5,4,4.5,185219,1481752,Yes,Yes,E-Wallet,Breakfast,Thursday,0,13,3,The Japanese food was absolutely delicious! Server was knowledgeable and helpful. Definitely coming back!
444,2025-10-02,55,Male,Indonesian,Bekasi,8,49,3,2,2,3,2.5,239353,1914824,No,No,E-Wallet,Breakfast,Thursday,0,14,4,Food was okay. Had to wait too long for everything. Might give it another try.
445,2025-08-20,51,Male,Western,East Jakarta,3,53,3,1,3,2,2.2,215785,647355,No,No,Cash,Dinner,Wednesday,0,8,5,Food was okay. Had to wait too long for everything. Might give it another try.
446,2025-01-28,55,Female,Indonesian,Central Jakarta,3,38,4,4,4,4,4.0,135474,406422,Yes,Yes,Credit Card,Lunch,Tuesday,0,11,5,"Amazing Indonesian cuisine, authentic flavors! Friendly staff and quick service. Definitely coming back!"
447,2025-04-16,57,Male,Thai,Depok,2,12,2,3,3,3,2.8,412309,824618,No,No,Cash,Late Night,Wednesday,0,24,5,Food was mediocre at best. Service was acceptable. Might give it another try.
448,2024-11-10,39,Male,Mexican,Central Jakarta,2,19,4,2,4,2,3.0,211180,422360,No,Yes,Debit Card,Breakfast,Sunday,1,18,5,"Amazing Mexican cuisine, authentic flavors! Staff seemed uninterested. Might give it another try."
449,2025-07-07,25,Male,Italian,Depok,7,7,2,2,4,4,3.0,360995,2526965,No,Yes,Credit Card,Dinner,Monday,0,6,3,Not authentic at all. Service was slow and inattentive. Might give it another try.
450,2024-12-12,37,Male,Japanese,South Jakarta,4,42,2,4,3,2,2.8,97594,390376,No,No,Debit Card,Dinner,Thursday,0,16,3,Overcooked and underseasoned dishes. Staff went above and beyond. Might give it another try.
451,2025-08-24,50,Male,Western,South Jakarta,2,57,3,1,3,1,2.0,197774,395548,No,No,Debit Card,Breakfast,Sunday,1,28,3,Food was okay. Server was rude and unprofessional. Probably won't return.
452,2025-05-04,31,Female,Indian,West Jakarta,8,48,1,2,2,2,1.8,162341,1298728,No,No,QRIS,Breakfast,Sunday,1,29,4,Food was mediocre at best. Poor customer service. Probably won't return.
453,2024-10-19,25,Female,Japanese,West Jakarta,8,53,5,4,5,5,4.8,71290,570320,Yes,Yes,Credit Card,Breakfast,Saturday,1,17,4,Best Japanese I've had in a long time! Great customer service experience. Definitely coming back!
454,2024-05-15,47,Female,Vietnamese,Depok,4,40,5,5,4,4,4.5,490956,1963824,Yes,Yes,E-Wallet,Breakfast,Wednesday,0,26,4,Best Vietnamese I've had in a long time! Friendly staff and quick service. Definitely coming back!
455,2024-05-06,61,Male,Thai,Depok,2,12,3,3,4,4,3.5,103331,206662,Yes,Yes,Debit Card,Breakfast,Monday,0,16,3,Food was okay. Service was acceptable. Might give it another try.
456,2025-02-16,39,Male,Arabic,Tangerang,2,19,5,5,5,5,5.0,451590,903180,Yes,Yes,QRIS,Late Night,Sunday,1,16,4,Fresh ingredients and perfect seasoning. Server was knowledgeable and helpful. Definitely coming back!
457,2025-05-20,60,Female,Korean,North Jakarta,3,54,4,4,5,5,4.5,310714,932142,Yes,Yes,Debit Card,Breakfast,Tuesday,0,28,3,"Amazing Korean cuisine, authentic flavors! Service was excellent and attentive. Definitely coming back!"
458,2024-11-23,22,Female,Vietnamese,Central Jakarta,3,29,3,4,5,5,4.2,100506,301518,Yes,Yes,Credit Card,Late Night,Saturday,1,30,4,Food was okay. Staff went above and beyond. Definitely coming back!
459,2025-02-08,30,Female,Vietnamese,Depok,8,37,5,4,5,5,4.8,59264,474112,Yes,Yes,Credit Card,Late Night,Saturday,1,19,4,"Food was exceptional, especially the main course. Service was excellent and attentive. Definitely coming back!"
460,2024-05-26,42,Female,Korean,Central Jakarta,1,16,5,3,4,4,4.0,120510,120510,Yes,Yes,Cash,Late Night,Sunday,1,29,3,"Food was exceptional, especially the main course. Service was acceptable. Definitely coming back!"
461,2024-01-03,54,Female,Vietnamese,Depok,8,40,4,2,3,3,3.0,309360,2474880,No,Yes,QRIS,Dinner,Wednesday,0,29,4,"Food was exceptional, especially the main course. Server was rude and unprofessional. Might give it another try."
462,2024-06-03,38,Male,Italian,Central Jakarta,3,58,4,5,5,3,4.2,451182,1353546,Yes,Yes,Cash,Late Night,Monday,0,16,4,"Food was exceptional, especially the main course. Service was excellent and attentive. Definitely coming back!"
463,2024-05-24,44,Female,Italian,East Jakarta,4,20,5,3,5,3,4.0,209861,839444,Yes,Yes,Credit Card,Lunch,Friday,0,5,5,Best Italian I've had in a long time! Service was acceptable. Definitely coming back!
